Comedy,https://s3.amazonaws.com/movielily/p1.png,Friday (1995),umvFBoLOOgo,https://s3.amazonaws.com/movielily/Friday+(1995)+Official+Trailer+-+Ice+Cube%2C+Chris+Tucker+Comedy+HD-umvFBoLOOgo.mp4
Comedy,https://s3.amazonaws.com/movielily/p2.png,Mom's Night Out (2014),1tH2y1KzzC0,https://s3.amazonaws.com/movielily/MOM%27S+NIGHT+OUT+Trailer+(Comedy+-+2014)-1tH2y1KzzC0.mp4 
Comedy,https://s3.amazonaws.com/movielily/p3.png,Sabrina (1995),twTksx_lWB4&t=1s,https://s3.amazonaws.com/movielily/Sabrina+(1995)+-+Trailer-twTksx_lWB4.mp4
Comedy,https://s3.amazonaws.com/movielily/p4.png,Grandma's Boy (2006),XspFo3jiVR8,https://s3.amazonaws.com/movielily/GRANDMA+Movie+Trailer+(Comedy+-+2015)-XspFo3jiVR8.mp4
War,https://s3.amazonaws.com/warmovie/Screen+Shot+2016-11-21+at+2.34.06+PM.png,Pearl Harbor (2001),ozksd76CSIs,https://s3.amazonaws.com/warmovie/Pearl+Harbor+-+Trailerc.mp4
War,https://s3.amazonaws.com/warmovie/Screen+Shot+2016-11-21+at+2.36.24+PM.png,Enemy at the Gates (2001),sMh_DO6I,https://s3.amazonaws.com/warmovie/Enemy+at+the+Gates+(2001)+Official+Trailer+%231+-+Jude+Law+Movie+HD-4O-sMh_DO6I.mp4
War,https://s3.amazonaws.com/warmovie/Screen+Shot+2016-11-21+at+2.37.29+PM.png,Troy (2004),znTLzRJimeY,"        
https://s3.amazonaws.com/warmovie/Troy+(2004)+Official+Trailer+-+Brad+Pitt%2C+Eric+Bana%2C+Orlando+Bloom+Movie+HD-znTLzRJimeY.mp4"
War,https://s3.amazonaws.com/warmovie/Screen+Shot+2016-11-21+at+2.38.18+PM.png,Braveheart (1995),nMft5QDOHek,https://s3.amazonaws.com/warmovie/Braveheart+-+Trailer-nMft5QDOHek.mp4
Cartoon,https://s3-us-west-2.amazonaws.com/imovie/FINDING_DORY.jpg,Finding Dory,AMjMFbhyhwY,https://s3-us-west-2.amazonaws.com/imovie/Finding+Dory+ALL+MOVIE+CLIPS+-+2016+Pixar+Animation-AMjMFbhyhwY.mp4
Cartoon,"	
https://s3-us-west-2.amazonaws.com/imovie/maxresdefault.jpg",The Secret Life of Pets,gJhQKXNsPnQ,https://s3-us-west-2.amazonaws.com/imovie/The+Secret+Life+of+Pets+Teaser+TRAILER+1+(2016)+-+Jenny+Slate%2C+Ellie+Kemper+Animated+Movie+HD-gJhQKXNsPnQ.mp4
Cartoon,https://s3-us-west-2.amazonaws.com/imovie/ice_age.jpg,Ice Age: Collision Course,HyLquKn3Swc,https://s3-us-west-2.amazonaws.com/imovie/Ice+Age+-+Collision+Course+Official+Trailer+%232+(2016)+-+Ray+Romano%2C+John+Leguizamo+Animated+Movie+HD-HyLquKn3Swc.mp4
Cartoon,https://s3-us-west-2.amazonaws.com/imovie/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE%40._V1_UX182_CR0%2C0%2C182%2C268_AL_.jpg,MINIONS,Ut9xi-ep2mg,https://s3-us-west-2.amazonaws.com/imovie/MINIONS+Official+Mini+Movie+(2016)-Ut9xi-ep2mg.mp4
Horror,https://s3.amazonaws.com/horrormovies/detention_dead.jpg,Detention of the Dead (2012),wS66fv-BXAA,"	
https://s3.amazonaws.com/horrormovies/Detention+Of+The+Dead+-+Official+Trailer+2013-wS66fv-BXAA.mp4"
Horror,https://s3.amazonaws.com/horrormovies/247.jpg,247°F (2011) ,YAZGRX0I3GI,https://s3.amazonaws.com/horrormovies/247%C2%B0F+(2011)+-+Official+Trailer+_+HD-YAZGRX0I3GI.mp4
Horror,"	
https://s3.amazonaws.com/horrormovies/DeadSoulsGame_0.png",Dead Souls (2012),yYv_CgDiN1o,https://s3.amazonaws.com/horrormovies/Dead+Souls+2012+Official+Trailer+HD-yYv_CgDiN1o.mp4
Horror,https://s3.amazonaws.com/horrormovies/Jamie+Marks+Is+Dead+(2014).jpg,Jamie Marks Is Dead (2014),Ju28TU1k-qE,"	
https://s3.amazonaws.com/horrormovies/Jamie+Marks+Is+Dead+Official+Trailer+1+(2014)+-+Liv+Tyler%2C+Judy+Greer+Horror+Movie+HD-Ju28TU1k-qE.mp4"
