Action,https://s3.amazonaws.com/actionmovie/a2.jpg,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),E3fiFEAe8AQ,144,https://s3.amazonaws.com/actionmovie/Ghost+in+the+Shell+2+-+Innocence+-+English+Trailer-E3fiFEAe8AQ.mp4
Action,https://s3.amazonaws.com/actionmovie/a3.jpg,Painted Skin (2008),HikBKIG7UaU,117,https://s3.amazonaws.com/actionmovie/Painted+Skin+Trailer-HikBKIG7UaU.mp4
Action,https://s3.amazonaws.com/actionmovie/a4.jpg,Olympus Has Fallen (2013),vwx1f0kyNwI,151,https://s3.amazonaws.com/actionmovie/Olympus+Has+Fallen+-+Official+Trailer+(HD)-vwx1f0kyNwI.mp4
Romantic,https://s3.amazonaws.com/crimemovies/Titanic.jpg,Titanic (1997),aXgkYZLW25c,162,https://s3-us-west-1.amazonaws.com/movie-project/Titanic+Trailer+(as+a+Romantic+Comedy+movie)-aXgkYZLW25c.mp4
Romantic,https://s3.amazonaws.com/crimemovies/doctor+at+large.JPG,Doctor at Large (1957),fs4AazhbKAM,446,https://s3-us-west-1.amazonaws.com/movie-project/Trailer+Doctors+Korean+Drama+-++Romantic+and+Sweet+Scene-fs4AazhbKAM.mp4
Comedy,https://s3.amazonaws.com/movielily/c1.jpg,Friday (1995),umvFBoLOOgo,163,https://s3.amazonaws.com/movielily/Friday+(1995)+Official+Trailer+-+Ice+Cube%2C+Chris+Tucker+Comedy+HD-umvFBoLOOgo.mp4
Comedy,https://s3.amazonaws.com/movielily/c2.jpg,Mom's Night Out (2014),1tH2y1KzzC0,145,https://s3.amazonaws.com/movielily/MOM%27S+NIGHT+OUT+Trailer+(Comedy+-+2014)-1tH2y1KzzC0.mp4 
Comedy,https://s3.amazonaws.com/movielily/c3.jpg,Sabrina (1995),twTksx_lWB4&t=1s,127,https://s3.amazonaws.com/movielily/Sabrina+(1995)+-+Trailer-twTksx_lWB4.mp4
Comedy,https://s3.amazonaws.com/movielily/c4.jpg,Grandma's Boy (2006),XspFo3jiVR8,169,https://s3.amazonaws.com/movielily/GRANDMA+Movie+Trailer+(Comedy+-+2015)-XspFo3jiVR8.mp4
War,https://s3.amazonaws.com/movielily/w1.jpg,Pearl Harbor (2001),Ij-nUb5ckQ4,125,https://s3.amazonaws.com/movielily/Favourite+scene+in+Pearl+Harbor+(2001)-Ij-nUb5ckQ4.mp4
War,https://s3.amazonaws.com/movielily/w2.jpg,Enemy at the Gates (2001),sMh_DO6I,176,https://s3.amazonaws.com/warmovie/Enemy+at+the+Gates+(2001)+Official+Trailer+%231+-+Jude+Law+Movie+HD-4O-sMh_DO6I.mp4
War,https://s3.amazonaws.com/movielily/w3.jpg,Troy (2004),znTLzRJimeY,89,https://s3.amazonaws.com/warmovie/Troy+(2004)+Official+Trailer+-+Brad+Pitt%2C+Eric+Bana%2C+Orlando+Bloom+Movie+HD-znTLzRJimeY.mp4
War,https://s3.amazonaws.com/movielily/w4.jpg,Braveheart (1995),nMft5QDOHek,96,https://s3.amazonaws.com/warmovie/Braveheart+-+Trailer-nMft5QDOHek.mp4
Animation,https://s3-us-west-2.amazonaws.com/imovie/Toy+Story+(1995).jpg,Toy Story (1995),KYz2wyBy3kc,94,https://s3-us-west-2.amazonaws.com/imovie/Toy+Story+-+Official+Trailer+%231+%5B1995%5D-KYz2wyBy3kc.mp4
Animation,https://s3-us-west-2.amazonaws.com/imovie/Poke%CC%81mon+the+Movie-+White.jpg,Pokémon the Movie: White - Victini and Zekrom (2011),sgpqZq8KG8U,91,https://s3-us-west-2.amazonaws.com/imovie/Pokemon+The+Movie+-+White+-+Victini+and+Zekrom+%5BOfficial+Trailer%5D-sgpqZq8KG8U.mp4
Animation,https://s3-us-west-2.amazonaws.com/imovie/Escape+from+Planet+Earth+(2013).jpg,Escape from Planet Earth (2013),_uryI4OLyVw,65,https://s3-us-west-2.amazonaws.com/imovie/Escape+From+Planet+Earth+-+2013+-+Trailer+HD-_uryI4OLyVw.mp4
Animation,https://s3-us-west-2.amazonaws.com/imovie/Starship+Troopers-+Invasion+(2012).jpg,Starship Troopers: Invasion (2012),MBc5Vp3niq8,77,https://s3-us-west-2.amazonaws.com/imovie/Starship+Troopers+-+Invasion+-+Trailer-MBc5Vp3niq8.mp4
Horror,https://s3.amazonaws.com/horrormovies/detention_dead.jpg,Detention of the Dead (2012),wS66fv-BXAA,120,https://s3.amazonaws.com/horrormovies/Detention+Of+The+Dead+-+Official+Trailer+2013-wS66fv-BXAA.mp4
Horror,https://s3.amazonaws.com/horrormovies/247.jpg,247°F (2011) ,YAZGRX0I3GI,93,https://s3.amazonaws.com/horrormovies/247%C2%B0F+(2011)+-+Official+Trailer+_+HD-YAZGRX0I3GI.mp4
Horror,https://s3.amazonaws.com/horrormovies/DeadSoulsGame_0.png,Dead Souls (2012),yYv_CgDiN1o,63,https://s3.amazonaws.com/horrormovies/Dead+Souls+2012+Official+Trailer+HD-yYv_CgDiN1o.mp4
Horror,https://s3.amazonaws.com/horrormovies/Jamie+Marks+Is+Dead+(2014).jpg,Jamie Marks Is Dead (2014),Ju28TU1k-qE,120,https://s3.amazonaws.com/horrormovies/Jamie+Marks+Is+Dead+Official+Trailer+1+(2014)+-+Liv+Tyler%2C+Judy+Greer+Horror+Movie+HD-Ju28TU1k-qE.mp4
